-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/1981 through 03/31/2021 
Location: Latitude  21.4484   Longitude -157.7559 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 28.59 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,T2M,PRECTOTCORR,WS10M
1991,8,20,25.1,0.11,6.34
1991,8,21,24.98,0.03,5.62
1991,8,22,25.33,5.17,6.16
1991,8,23,26.26,1.92,5.8
1991,8,24,25.84,1.85,7.95
1991,8,25,25.87,0.44,9.84
1991,8,26,25.7,0.97,10.16
1991,8,27,25.67,0.52,9.85
1991,8,28,25.37,3.51,8.31
1991,8,29,25.42,3.62,6.06
1991,8,30,25.57,2.16,6.32
1991,8,31,24.97,0.47,6.14
1991,9,1,25.05,1.17,6.06
1991,9,2,25.03,0.51,7.13
1991,9,3,25.4,0.11,7.68
1991,9,4,25.83,0.22,8.43
1991,9,5,25.72,4.09,7.72
1991,9,6,25.58,1.44,7.26
1991,9,7,25.25,0.34,7.51
1991,9,8,25.18,0.23,8.34
1991,9,9,25.08,0.21,8.56
1991,9,10,25.8,0.3,9.08
1991,9,11,25.65,0.3,8.56
1991,9,12,25.4,0.55,7.8
1991,9,13,25.19,0.04,6.11
1991,9,14,25.12,0.05,5.93
1991,9,15,25.26,0.09,5.34
1991,9,16,25.46,0.09,6.14
1991,9,17,25.23,0.06,6.52
1991,9,18,25.39,0.06,5.92
1991,9,19,24.81,0.38,5.64
1991,9,20,24.73,0.2,3.15
1991,9,21,25.55,0.19,1.58
1991,9,22,25.69,12.0,0.97
1991,9,23,25.83,0.75,3.88
1991,9,24,26.08,0.82,4.8
1991,9,25,26.3,0.54,5.33
1991,9,26,26.3,0.3,4.71
1991,9,27,26.06,0.13,4.27
1991,9,28,26.3,0.16,3.18
1991,9,29,26.54,0.14,1.69
1991,9,30,26.41,0.99,3.45
1991,10,1,25.82,0.31,7.79
1991,10,2,25.8,0.23,7.41
1991,10,3,25.58,0.06,6.6
1991,10,4,25.3,0.19,6.47
1991,10,5,25.35,0.21,6.62
1991,10,6,24.68,0.19,5.7
1991,10,7,25.29,0.34,5.72
1991,10,8,26.18,1.49,4.84
1991,10,9,26.58,0.62,3.84
1991,10,10,26.14,0.11,4.91
1991,10,11,25.8,0.05,4.64
1991,10,12,25.33,0.02,3.48
1991,10,13,25.94,0.0,2.23
1991,10,14,26.12,0.1,7.39
1991,10,15,26.59,4.5,7.25
1991,10,16,26.03,2.62,5.23
1991,10,17,25.97,1.33,3.08
1991,10,18,25.49,0.2,4.48
1991,10,19,25.04,0.13,4.99
1991,10,20,24.97,0.25,6.0
1991,10,21,25.23,0.05,6.37
1991,10,22,25.42,0.09,6.11
1991,10,23,25.38,1.08,7.12
1991,10,24,25.87,0.44,8.87
1991,10,25,25.23,0.18,6.98
1991,10,26,25.48,0.58,6.8
1991,10,27,25.29,1.58,6.22
1991,10,28,25.63,0.73,2.19
1991,10,29,26.02,0.06,1.95
1991,10,30,25.33,0.44,4.03
1991,10,31,25.06,0.01,5.2
1991,11,1,25.0,0.06,4.1
1991,11,2,25.13,0.13,4.1
1991,11,3,25.67,1.43,5.27
1991,11,4,25.85,0.25,5.99
1991,11,5,25.75,0.04,5.41
1991,11,6,25.37,0.22,6.67
1991,11,7,25.23,0.42,7.27
1991,11,8,25.49,0.05,7.77
1991,11,9,25.55,0.09,6.55
1991,11,10,25.4,0.25,6.16
1991,11,11,25.38,0.34,5.88
1991,11,12,25.85,1.04,3.5
1991,11,13,26.0,2.96,5.62
1991,11,14,26.34,0.24,3.52
1991,11,15,25.87,1.42,5.41
1991,11,16,25.55,0.2,8.06
1991,11,17,25.84,0.11,8.44
1991,11,18,25.63,0.02,7.77
1991,11,19,25.31,0.13,8.78
1991,11,20,25.48,0.12,6.54
1991,11,21,25.12,0.24,5.91
1991,11,22,25.14,0.33,8.17
1991,11,23,25.38,0.32,8.08
1991,11,24,25.51,0.93,6.91
1991,11,25,25.48,0.23,7.33
1991,11,26,25.35,0.17,7.37
1991,11,27,25.41,0.06,4.88
1991,11,28,25.69,1.78,3.56
1991,11,29,25.82,1.42,2.38
1991,11,30,24.26,11.66,5.34
1991,12,1,24.12,10.16,6.1
1991,12,2,25.25,0.86,5.22
1991,12,3,25.16,0.39,8.16
1991,12,4,24.99,0.15,7.83
1991,12,5,24.68,0.07,8.4
1991,12,6,24.35,3.43,9.92
1991,12,7,24.23,0.13,7.03
1991,12,8,23.89,0.16,6.23
1991,12,9,24.27,1.07,7.55
1991,12,10,24.56,1.96,8.16
1991,12,11,24.92,2.58,6.27
1991,12,12,24.5,1.73,4.22
1991,12,13,24.69,2.81,4.15
1991,12,14,24.64,9.45,6.92
1991,12,15,24.68,0.62,6.87
1991,12,16,23.97,0.4,7.3
1991,12,17,23.62,0.7,5.72
1991,12,18,24.09,0.43,4.84
1991,12,19,22.9,3.62,8.51
1991,12,20,22.48,0.32,8.87
1991,12,21,23.41,0.87,7.69
1991,12,22,23.41,0.93,7.59
1991,12,23,23.33,0.93,6.23
1991,12,24,23.62,2.32,6.44
1991,12,25,23.08,2.67,9.98
1991,12,26,22.29,0.27,11.28
1991,12,27,22.63,0.85,10.34
1991,12,28,23.07,0.88,9.79
1991,12,29,22.84,0.24,8.44
1991,12,30,22.33,0.29,8.28
1991,12,31,22.42,0.45,9.54
1992,1,1,23.36,0.67,10.09
1992,1,2,23.46,0.37,8.7
1992,1,3,23.45,0.28,6.09
1992,1,4,23.49,0.38,3.78
1992,1,5,24.05,0.52,1.62
1992,1,6,23.9,0.23,1.54
1992,1,7,23.7,0.04,2.22
1992,1,8,23.32,3.33,3.88
1992,1,9,23.17,0.65,3.83
1992,1,10,23.79,0.08,5.95
1992,1,11,23.69,0.18,3.38
1992,1,12,23.54,0.14,2.79
1992,1,13,23.62,3.86,2.95
1992,1,14,22.7,8.46,4.48
1992,1,15,21.03,4.02,7.99
1992,1,16,21.96,0.03,5.21
1992,1,17,22.44,0.03,2.35
1992,1,18,22.12,0.46,6.41
1992,1,19,21.44,0.0,6.56
1992,1,20,21.61,0.0,4.93
1992,1,21,22.4,0.0,3.51
1992,1,22,23.51,0.15,5.72
1992,1,23,22.44,0.3,7.22
1992,1,24,21.25,0.0,5.09
1992,1,25,22.26,0.01,3.41
1992,1,26,22.72,0.02,2.11
1992,1,27,22.59,4.47,1.69
1992,1,28,23.11,0.1,4.6
1992,1,29,23.69,0.21,5.65
1992,1,30,22.6,0.56,7.87
1992,1,31,21.57,0.0,9.77
1992,2,1,22.15,0.29,5.22
1992,2,2,21.97,0.77,6.09
1992,2,3,20.14,0.12,10.73
1992,2,4,20.56,0.64,10.25
1992,2,5,21.04,0.46,10.05
1992,2,6,21.58,0.77,8.83
1992,2,7,21.23,0.1,6.98
1992,2,8,20.63,0.05,5.58
1992,2,9,21.01,0.24,4.66
1992,2,10,21.53,0.68,4.26
1992,2,11,21.15,0.93,6.43
1992,2,12,21.68,0.66,7.39
1992,2,13,22.95,6.28,7.06
1992,2,14,23.42,13.95,8.43
1992,2,15,23.13,0.38,7.52
1992,2,16,22.94,0.35,6.62
1992,2,17,23.02,0.22,8.27
1992,2,18,23.24,0.11,6.77
1992,2,19,23.05,0.4,5.82
1992,2,20,23.29,5.55,1.95
1992,2,21,23.6,0.98,4.82
1992,2,22,23.61,0.68,3.88
1992,2,23,23.48,0.12,5.45
1992,2,24,23.51,0.68,7.38
1992,2,25,22.45,0.18,5.29
1992,2,26,20.64,0.05,5.2
1992,2,27,21.03,0.02,4.96
1992,2,28,22.14,0.03,5.57
1992,2,29,23.17,0.18,6.25
1992,3,1,22.75,0.27,4.08
1992,3,2,22.83,0.58,3.43
1992,3,3,22.76,0.65,5.14
1992,3,4,22.09,0.56,6.09
1992,3,5,22.89,0.79,4.55
1992,3,6,23.02,0.02,4.48
1992,3,7,23.01,0.0,4.12
1992,3,8,22.94,0.0,6.01
1992,3,9,23.51,0.05,6.58
1992,3,10,23.63,0.1,5.12
1992,3,11,22.86,0.48,6.77
1992,3,12,22.29,1.16,9.39
1992,3,13,22.4,0.68,7.48
1992,3,14,22.89,0.44,7.02
1992,3,15,22.92,0.04,6.73
1992,3,16,23.12,0.11,6.51
1992,3,17,22.3,0.25,8.79
1992,3,18,22.02,0.14,9.4
1992,3,19,21.48,0.08,8.93
1992,3,20,22.01,0.37,9.27
1992,3,21,22.19,0.03,8.04
1992,3,22,22.09,0.58,7.62
1992,3,23,22.15,2.39,7.55
1992,3,24,22.2,2.81,8.12
1992,3,25,22.4,0.13,7.52
1992,3,26,23.01,0.21,6.69
1992,3,27,22.4,0.02,5.53
1992,3,28,22.71,0.29,5.4
1992,3,29,22.46,0.17,6.12
1992,3,30,23.16,0.2,3.02
1992,3,31,23.12,0.46,3.75
1992,4,1,23.07,0.23,7.74
1992,4,2,23.01,0.35,9.19
1992,4,3,23.21,0.24,7.69
1992,4,4,23.23,0.24,2.93
1992,4,5,23.57,0.04,2.27
1992,4,6,23.58,0.19,1.79
1992,4,7,23.87,2.44,1.98
1992,4,8,23.26,1.25,1.46
1992,4,9,23.82,0.17,2.8
1992,4,10,22.45,0.23,5.54
1992,4,11,21.82,0.02,6.51
1992,4,12,22.43,0.08,5.2
1992,4,13,22.95,0.14,3.55
1992,4,14,22.8,0.09,4.05
1992,4,15,23.2,0.08,4.59
1992,4,16,23.67,0.07,4.43
1992,4,17,24.1,0.01,3.52
1992,4,18,23.48,0.19,6.05
1992,4,19,23.99,0.11,7.15
1992,4,20,24.67,0.15,6.67
1992,4,21,25.03,0.03,2.38
1992,4,22,24.8,0.19,1.96
1992,4,23,23.48,0.1,1.48
1992,4,24,23.81,0.13,2.49
1992,4,25,23.77,1.12,2.44
1992,4,26,23.17,0.55,4.05
1992,4,27,22.63,0.04,6.16
1992,4,28,23.01,0.11,7.41
1992,4,29,23.05,0.15,7.0
1992,4,30,23.18,0.14,7.02
1992,5,1,23.37,0.23,5.02
1992,5,2,24.56,0.16,2.23
1992,5,3,24.17,0.17,2.59
1992,5,4,22.94,1.1,6.89
1992,5,5,22.36,0.08,9.59
1992,5,6,22.31,0.93,10.63
1992,5,7,21.48,0.13,9.52
1992,5,8,22.19,0.42,7.22
1992,5,9,22.25,0.11,4.3
1992,5,10,22.55,0.07,3.01
1992,5,11,23.19,0.36,4.76
1992,5,12,23.78,0.15,5.62
1992,5,13,23.87,0.49,5.21
1992,5,14,24.76,0.02,1.81
1992,5,15,25.73,0.23,1.99
1992,5,16,25.54,2.36,1.91
1992,5,17,24.96,4.16,4.71
1992,5,18,24.99,4.88,5.62
1992,5,19,24.86,2.78,6.86
1992,5,20,25.0,0.47,5.7
1992,5,21,25.15,0.15,5.96
1992,5,22,25.5,0.21,6.05
1992,5,23,24.71,0.2,3.11
1992,5,24,23.56,0.59,4.81
1992,5,25,24.83,0.54,4.96
1992,5,26,25.69,0.1,4.39
1992,5,27,25.45,0.0,3.98
1992,5,28,25.44,0.08,3.02
1992,5,29,25.47,0.21,4.17
1992,5,30,25.65,0.13,4.81
1992,5,31,25.46,0.04,6.07
1992,6,1,26.02,0.02,4.86
1992,6,2,25.4,0.03,5.14
1992,6,3,25.46,0.53,4.81
1992,6,4,25.73,0.15,6.29
1992,6,5,25.73,0.11,7.84
1992,6,6,25.62,0.06,8.04
1992,6,7,25.48,1.3,8.2
1992,6,8,25.56,0.16,9.02
1992,6,9,25.61,0.93,8.91
1992,6,10,25.38,0.34,8.92
1992,6,11,25.43,1.13,8.88
1992,6,12,25.8,0.56,9.97
1992,6,13,25.51,1.1,9.99
1992,6,14,25.27,0.73,9.93
1992,6,15,25.15,0.09,9.3
1992,6,16,25.19,0.13,8.8
1992,6,17,25.05,1.88,9.45
1992,6,18,24.76,0.43,9.02
1992,6,19,24.98,0.04,8.08
1992,6,20,25.21,0.06,7.42
1992,6,21,25.24,0.05,7.18
1992,6,22,25.07,0.03,6.51
1992,6,23,24.9,0.03,7.04
1992,6,24,24.77,0.1,7.98
1992,6,25,24.73,0.15,8.16
1992,6,26,24.74,0.09,8.62
1992,6,27,24.91,0.2,8.56
1992,6,28,24.98,0.02,8.52
1992,6,29,25.0,0.11,7.08
1992,6,30,24.8,0.51,5.66
1992,7,1,24.95,0.25,6.27
1992,7,2,24.87,0.11,6.9
1992,7,3,25.17,0.22,7.27
1992,7,4,25.5,0.13,7.66
1992,7,5,25.44,0.11,7.66
1992,7,6,25.25,0.19,7.62
1992,7,7,25.27,0.07,7.45
1992,7,8,25.89,0.59,8.06
1992,7,9,25.56,0.76,8.97
1992,7,10,25.19,0.03,7.36
1992,7,11,25.12,0.18,6.9
1992,7,12,24.9,0.28,7.23
1992,7,13,25.23,0.04,6.53
1992,7,14,25.4,0.18,6.81
1992,7,15,25.26,0.5,7.78
1992,7,16,25.51,0.68,7.34
1992,7,17,25.62,0.49,7.85
1992,7,18,25.62,0.25,8.92
1992,7,19,25.58,0.35,8.86
1992,7,20,25.83,0.17,9.24
1992,7,21,25.9,0.55,8.02
1992,7,22,25.78,0.41,7.37
1992,7,23,26.55,0.2,6.39
1992,7,24,26.23,0.13,6.88
1992,7,25,26.13,0.88,9.35
1992,7,26,25.69,0.51,9.39
1992,7,27,25.61,0.47,8.19
1992,7,28,25.55,0.58,8.09
1992,7,29,25.61,0.33,6.39
1992,7,30,25.95,1.0,7.9
1992,7,31,25.95,0.68,7.92
1992,8,1,25.83,0.19,8.52
1992,8,2,25.65,0.3,9.01
1992,8,3,25.65,0.28,9.42
1992,8,4,25.37,0.12,8.91
1992,8,5,25.33,0.54,7.88
1992,8,6,25.64,0.35,7.98
1992,8,7,26.08,1.27,8.7
1992,8,8,26.08,0.61,8.87
1992,8,9,25.94,2.25,7.9
1992,8,10,25.98,2.45,7.97
1992,8,11,25.95,0.19,7.58
1992,8,12,25.87,0.35,6.91
1992,8,13,25.51,0.7,7.02
1992,8,14,25.72,0.46,7.39
1992,8,15,25.9,0.32,7.66
1992,8,16,26.19,2.89,8.0
1992,8,17,26.0,0.43,8.86
1992,8,18,25.88,0.08,10.07
1992,8,19,25.58,0.23,10.12
1992,8,20,25.54,0.15,9.58
1992,8,21,25.66,0.28,8.41
1992,8,22,25.93,0.26,7.88
1992,8,23,25.98,0.4,7.84
1992,8,24,25.94,0.14,9.09
1992,8,25,25.76,0.38,8.7
1992,8,26,25.74,0.17,8.19
1992,8,27,25.49,0.21,8.37
1992,8,28,25.55,0.06,8.23
1992,8,29,25.7,0.16,8.36
1992,8,30,25.27,0.23,7.78
1992,8,31,25.15,0.35,7.41
1992,9,1,25.1,0.57,6.95
1992,9,2,25.23,2.57,9.51
1992,9,3,25.22,2.61,9.21
1992,9,4,25.49,0.58,8.74
1992,9,5,25.66,0.78,8.45
1992,9,6,25.73,0.08,7.34
1992,9,7,26.05,0.36,6.8
1992,9,8,26.23,0.47,6.94
1992,9,9,26.44,1.36,5.8
1992,9,10,27.01,5.96,3.75
1992,9,11,26.75,10.42,9.4
1992,9,12,26.69,1.4,4.48
1992,9,13,25.92,0.16,6.84
1992,9,14,25.98,0.38,9.39
1992,9,15,26.18,1.42,6.88
1992,9,16,25.92,1.09,7.49
1992,9,17,25.26,0.09,7.55
1992,9,18,24.93,0.16,6.23
1992,9,19,24.91,0.03,5.82
1992,9,20,25.04,0.28,6.34
1992,9,21,25.31,0.2,6.12
1992,9,22,25.36,0.39,7.27
1992,9,23,26.01,0.71,6.82
1992,9,24,26.87,0.66,5.91
1992,9,25,26.42,0.62,7.05
1992,9,26,26.39,0.3,6.94
1992,9,27,26.19,0.41,7.22
1992,9,28,25.7,0.48,7.34
1992,9,29,25.71,0.46,7.18
1992,9,30,25.72,0.78,5.96
1992,10,1,25.64,0.0,3.02
1992,10,2,25.31,0.17,3.93
1992,10,3,25.53,0.05,4.0
1992,10,4,25.52,0.24,3.87
1992,10,5,25.78,0.33,4.35
1992,10,6,25.96,1.16,6.38
1992,10,7,24.67,2.76,7.89
1992,10,8,24.69,0.14,3.03
1992,10,9,25.3,0.0,2.17
1992,10,10,24.89,1.04,3.35
1992,10,11,25.18,4.3,4.46
1992,10,12,25.41,8.06,1.66
1992,10,13,25.68,5.77,3.44
1992,10,14,25.82,1.47,4.16
1992,10,15,25.84,2.3,5.6
1992,10,16,25.48,1.12,6.04
1992,10,17,25.23,0.25,6.9
1992,10,18,25.34,0.36,5.05
1992,10,19,26.04,0.66,5.05
1992,10,20,26.65,0.61,5.89
1992,10,21,26.21,0.13,6.57
1992,10,22,25.88,0.17,8.31
1992,10,23,26.33,0.11,10.25
1992,10,24,26.27,0.24,10.09
1992,10,25,26.11,0.37,9.78
1992,10,26,25.72,0.36,8.91
1992,10,27,25.69,0.18,9.66
1992,10,28,25.85,0.17,9.75
1992,10,29,26.12,0.11,9.22
1992,10,30,26.19,0.18,7.44
1992,10,31,25.69,0.67,4.84
1992,11,1,26.13,3.78,6.07
1992,11,2,24.97,1.61,5.86
1992,11,3,23.85,1.11,6.43
1992,11,4,23.47,0.03,3.88
1992,11,5,24.0,0.0,4.28
1992,11,6,25.35,0.43,5.76
1992,11,7,25.94,0.25,8.73
1992,11,8,25.86,0.21,10.28
1992,11,9,25.48,0.24,10.43
1992,11,10,25.48,0.23,9.79
1992,11,11,25.39,0.07,6.47
1992,11,12,24.82,0.06,6.34
1992,11,13,24.74,0.43,7.89
1992,11,14,24.48,0.19,7.87
1992,11,15,24.6,0.06,7.84
1992,11,16,25.05,0.1,8.1
1992,11,17,25.58,0.87,6.81
1992,11,18,26.08,2.31,5.98
1992,11,19,25.78,3.09,5.79
1992,11,20,24.83,2.06,5.92
1992,11,21,24.28,11.27,7.83
1992,11,22,23.69,6.72,7.99
1992,11,23,23.28,0.17,7.25
1992,11,24,23.52,0.06,6.35
1992,11,25,23.5,1.64,9.69
1992,11,26,23.86,6.62,5.66
1992,11,27,23.61,8.31,7.72
1992,11,28,24.19,1.83,3.71
1992,11,29,24.12,3.56,5.84
1992,11,30,24.3,3.45,7.57
1992,12,1,25.06,0.38,7.9
1992,12,2,24.75,0.27,6.59
1992,12,3,24.53,1.21,7.57
1992,12,4,24.58,1.1,9.6
1992,12,5,24.44,0.23,11.49
1992,12,6,24.77,0.13,10.91
1992,12,7,24.63,0.13,9.52
1992,12,8,24.37,0.2,8.37
1992,12,9,24.0,0.39,9.87
1992,12,10,23.43,0.45,10.62
1992,12,11,23.8,0.66,9.9
1992,12,12,24.26,1.19,5.31
1992,12,13,23.61,0.43,3.77
1992,12,14,23.9,1.35,3.57
1992,12,15,24.09,2.51,3.89
1992,12,16,24.9,5.55,7.63
1992,12,17,24.88,0.39,5.22
1992,12,18,24.71,0.4,7.91
1992,12,19,24.15,0.66,7.4
1992,12,20,23.69,0.75,6.48
1992,12,21,23.15,0.57,6.32
1992,12,22,24.23,1.48,7.51
1992,12,23,24.55,3.22,6.35
1992,12,24,24.77,0.94,4.95
1992,12,25,24.69,3.99,4.59
1992,12,26,24.08,15.23,6.21
1992,12,27,23.65,6.92,8.48
1992,12,28,23.8,0.82,8.69
1992,12,29,24.04,0.1,5.74
1992,12,30,24.62,4.27,9.14
1992,12,31,24.06,1.72,5.73
1993,1,1,23.95,0.11,5.68
1993,1,2,24.38,0.31,5.44
1993,1,3,24.02,1.25,5.57
1993,1,4,23.19,6.09,6.48
1993,1,5,21.71,1.08,10.57
1993,1,6,21.46,4.94,10.27
1993,1,7,22.8,0.92,8.03
1993,1,8,22.59,0.67,4.84
1993,1,9,23.13,0.47,9.98
1993,1,10,22.24,0.15,7.41
1993,1,11,21.4,0.26,6.19
1993,1,12,21.26,0.69,4.69
1993,1,13,21.08,0.92,6.02
1993,1,14,21.46,0.16,6.95
1993,1,15,21.51,2.08,8.7
1993,1,16,21.54,0.59,8.87
1993,1,17,21.74,0.52,8.42
1993,1,18,22.11,1.31,6.82
1993,1,19,22.41,2.04,6.38
1993,1,20,22.7,1.44,6.88
1993,1,21,22.8,0.19,5.51
1993,1,22,23.15,0.14,2.62
1993,1,23,22.89,0.03,2.12
1993,1,24,22.93,0.0,1.14
1993,1,25,23.38,0.0,1.26
1993,1,26,22.87,0.35,3.7
1993,1,27,23.13,0.02,3.38
1993,1,28,23.27,0.47,6.24
1993,1,29,23.11,0.9,8.22
1993,1,30,21.23,0.07,3.07
1993,1,31,22.26,1.01,7.12
1993,2,1,21.44,0.91,5.34
1993,2,2,22.32,0.0,6.45
1993,2,3,20.64,0.35,6.75
1993,2,4,21.23,0.0,4.58
1993,2,5,22.25,0.26,8.06
1993,2,6,20.35,0.0,6.46
1993,2,7,21.35,0.11,5.98
1993,2,8,21.06,0.66,6.79
1993,2,9,21.61,0.79,7.54
1993,2,10,22.73,0.06,3.88
1993,2,11,22.4,0.17,4.19
1993,2,12,22.66,0.47,3.34
1993,2,13,21.12,2.32,7.73
1993,2,14,20.59,0.0,4.66
1993,2,15,21.19,0.0,3.6
1993,2,16,21.48,0.0,4.62
1993,2,17,21.9,0.03,6.38
1993,2,18,22.0,0.0,6.09
1993,2,19,21.81,0.05,6.86
1993,2,20,21.94,0.28,8.41
1993,2,21,21.58,0.07,8.96
1993,2,22,22.65,0.16,8.38
1993,2,23,22.82,0.39,8.48
1993,2,24,22.39,0.54,8.38
1993,2,25,22.74,0.87,8.76
1993,2,26,22.94,0.6,7.52
1993,2,27,23.11,0.44,5.2
1993,2,28,23.03,0.19,4.5
1993,3,1,21.95,0.47,8.52
1993,3,2,21.35,0.02,9.27
1993,3,3,22.16,0.07,8.84
1993,3,4,22.44,0.32,7.23
1993,3,5,22.7,0.13,6.07
1993,3,6,22.33,0.3,8.62
1993,3,7,21.98,0.58,8.62
1993,3,8,21.67,0.42,7.23
1993,3,9,21.19,0.24,9.46
1993,3,10,20.3,0.01,8.82
1993,3,11,19.8,0.0,6.67
1993,3,12,20.59,0.34,2.34
1993,3,13,21.12,0.48,5.93
1993,3,14,20.87,1.5,9.33
1993,3,15,20.65,0.01,4.98
1993,3,16,20.78,0.12,4.08
1993,3,17,21.6,0.02,5.62
1993,3,18,21.44,0.0,5.78
1993,3,19,21.8,0.27,7.11
1993,3,20,22.62,0.78,8.25
1993,3,21,23.12,0.43,6.6
1993,3,22,22.87,0.25,7.61
1993,3,23,22.56,0.13,8.3
1993,3,24,22.86,0.09,7.58
1993,3,25,23.05,0.01,5.85
1993,3,26,22.9,0.36,7.16
1993,3,27,22.85,0.37,8.59
1993,3,28,23.06,0.12,8.97
1993,3,29,22.72,0.23,8.89
1993,3,30,22.15,0.16,8.37
1993,3,31,22.3,0.5,8.3
1993,4,1,22.58,0.29,7.23
1993,4,2,22.92,0.24,7.91
1993,4,3,23.01,0.07,9.12
1993,4,4,23.01,0.1,9.16
1993,4,5,23.06,0.17,8.36
1993,4,6,23.22,0.13,6.62
1993,4,7,23.11,1.02,8.37
1993,4,8,23.09,0.3,7.38
1993,4,9,23.56,0.02,6.81
1993,4,10,23.19,0.16,8.39
1993,4,11,23.25,0.3,10.09
1993,4,12,23.32,0.31,9.65
1993,4,13,23.25,0.25,7.84
1993,4,14,23.73,0.4,7.47
1993,4,15,23.83,0.76,7.04
1993,4,16,23.44,0.45,6.84
1993,4,17,24.24,0.09,3.66
1993,4,18,23.52,0.5,4.45
1993,4,19,22.32,0.36,10.02
1993,4,20,22.48,0.51,9.04
1993,4,21,22.88,0.14,9.05
1993,4,22,23.33,0.24,8.66
1993,4,23,23.51,0.1,6.4
1993,4,24,23.14,0.17,7.98
1993,4,25,23.41,0.02,7.05
1993,4,26,23.58,0.48,5.6
1993,4,27,23.76,0.81,7.47
1993,4,28,23.68,1.89,8.65
1993,4,29,23.75,0.3,9.33
1993,4,30,23.72,1.25,9.92
1993,5,1,23.8,0.66,9.65
1993,5,2,23.87,0.17,9.96
1993,5,3,23.8,0.17,8.6
1993,5,4,24.05,0.35,7.57
1993,5,5,24.06,0.12,9.23
1993,5,6,23.98,0.4,9.23
1993,5,7,23.74,0.32,9.93
1993,5,8,23.57,0.41,9.8
1993,5,9,23.33,0.56,9.4
1993,5,10,23.39,0.41,9.03
1993,5,11,23.7,0.32,7.27
1993,5,12,23.89,1.15,3.08
1993,5,13,23.46,0.21,3.78
1993,5,14,23.19,0.22,5.17
1993,5,15,22.59,0.02,6.99
1993,5,16,22.48,0.22,7.62
1993,5,17,22.61,0.28,7.48
1993,5,18,22.52,0.35,7.1
1993,5,19,22.86,0.84,6.77
1993,5,20,22.83,0.42,6.49
1993,5,21,23.3,0.09,4.59
1993,5,22,23.48,0.02,5.83
1993,5,23,23.19,0.09,6.84
1993,5,24,23.53,0.32,7.22
1993,5,25,23.68,0.03,6.46
1993,5,26,24.1,0.15,6.93
1993,5,27,23.94,0.24,6.88
1993,5,28,24.03,0.55,6.54
1993,5,29,23.83,0.07,6.4
1993,5,30,23.86,0.04,6.2
1993,5,31,24.08,0.39,6.84
1993,6,1,24.39,0.23,7.88
1993,6,2,24.55,0.18,9.3
1993,6,3,24.3,0.04,10.4
1993,6,4,24.4,0.2,9.41
1993,6,5,24.55,0.2,9.42
1993,6,6,24.56,0.17,8.98
1993,6,7,24.75,0.16,7.1
1993,6,8,24.93,0.12,8.1
1993,6,9,24.49,0.28,7.52
1993,6,10,24.69,0.33,7.28
1993,6,11,24.53,0.43,7.3
1993,6,12,24.64,0.16,6.65
1993,6,13,24.26,0.3,5.62
1993,6,14,24.51,0.16,4.77
1993,6,15,24.94,0.02,4.54
1993,6,16,24.5,0.14,6.34
1993,6,17,24.8,0.22,8.48
1993,6,18,24.7,0.24,9.15
1993,6,19,24.43,0.15,8.38
1993,6,20,24.42,0.07,7.97
1993,6,21,24.89,0.09,7.09
1993,6,22,24.78,0.05,6.05
1993,6,23,25.13,0.36,6.85
1993,6,24,24.9,0.11,7.75
1993,6,25,25.05,0.17,8.34
1993,6,26,25.19,0.05,8.14
1993,6,27,25.19,0.29,7.75
1993,6,28,25.05,0.26,7.7
1993,6,29,25.15,0.18,7.03
1993,6,30,25.14,0.14,6.87
1993,7,1,24.86,0.43,8.16
1993,7,2,24.84,0.39,8.56
1993,7,3,24.54,0.32,7.61
1993,7,4,24.51,0.31,7.41
1993,7,5,24.69,0.33,7.52
1993,7,6,24.6,0.0,6.61
1993,7,7,24.61,1.24,6.04
1993,7,8,24.34,0.16,5.23
1993,7,9,24.83,0.55,6.04
1993,7,10,24.65,0.5,7.15
1993,7,11,24.87,1.87,5.52
1993,7,12,25.85,7.14,1.99
1993,7,13,25.84,4.55,2.8
1993,7,14,25.79,0.18,5.34
1993,7,15,25.66,0.05,6.48
1993,7,16,25.64,0.6,7.2
1993,7,17,25.31,0.32,8.24
1993,7,18,25.26,0.65,8.98
1993,7,19,25.23,1.7,9.81
1993,7,20,25.22,1.97,9.32
1993,7,21,25.27,2.6,8.6
1993,7,22,25.4,4.0,8.84
1993,7,23,25.56,0.53,8.16
1993,7,24,25.62,2.4,10.81
1993,7,25,25.21,0.13,10.48
1993,7,26,25.21,0.12,9.32
1993,7,27,25.15,0.13,9.91
1993,7,28,24.81,0.22,9.28
1993,7,29,24.91,0.39,8.48
1993,7,30,24.92,0.27,7.18
1993,7,31,25.37,0.27,5.62
1993,8,1,25.59,0.07,5.7
1993,8,2,25.96,0.58,7.48
1993,8,3,25.56,0.37,8.49
1993,8,4,25.1,0.54,7.25
1993,8,5,25.17,0.24,5.02
1993,8,6,25.88,0.48,3.38
1993,8,7,26.03,0.22,5.88
1993,8,8,26.12,0.53,8.0
